,Article Title ,Label,Link,,The Classification is for the topic as well as the content of the article,
12041360,Nonprobability Sampling,1,https://en.wikipedia.org/wiki/Nonprobability_sampling,,,
12041360,Linear Equation,1,https://en.wikipedia.org/wiki/Linear_equation,,,
12040450,Normal Distribution,0,https://en.wikipedia.org/wiki/Normal_distribution,,,
12040450,Tetrahedron,1,https://en.wikipedia.org/wiki/Tetrahedron,,,
12040450,Even and Odd functions,1,https://en.wikipedia.org/wiki/Even_and_odd_functions,,,
12040450,Set Theory,1,https://en.wikipedia.org/wiki/Set_theory,,,
12040450,Harmonic Mean,1,https://en.wikipedia.org/wiki/Harmonic_mean,,,
12040450,Diagonal matrix,1,https://en.wikipedia.org/wiki/Diagonal_matrix,,,
12040450,Inverse Trigonometric Functions,2,https://en.wikipedia.org/wiki/Inverse_trigonometric_functions,,,
12040450,Hyperbola,2,https://en.wikipedia.org/wiki/Hyperbola,,,
12040450,Complex Numbers,2,Complex number - Wikipedia,,,
12040450,Derivative,1,https://en.wikipedia.org/wiki/Derivative,,,
12040450,Combinations,1,https://en.wikipedia.org/wiki/Combination,,,
12040450,Binomial Coefficient,1,https://en.wikipedia.org/wiki/Binomial_coefficient,,,
12040450,Gamma Function,3,https://en.wikipedia.org/wiki/Gamma_function,,,
12040450,De Morgan's Law,1,https://en.wikipedia.org/wiki/De_Morgan%27s_laws,,,
12040450,Beta Function,3,https://en.wikipedia.org/wiki/Beta_function,,,
12040450,Jacobian,2,https://en.wikipedia.org/wiki/Jacobian_matrix_and_determinant,,,
12040450,Rolle's Theorem,1,Rolle's theorem - Wikipedia,,,
12040450,Four Color Theorem,0,https://en.wikipedia.org/wiki/Four_color_theorem,,,
12040450,L'Hopital's Rule,1,https://en.wikipedia.org/wiki/L%27H%C3%B4pital%27s_rule,,,
12040450,Chi-squared_test,0,https://en.wikipedia.org/wiki/Chi-squared_test,,,
11940530,Chi-squared_Distribution,0,https://en.wikipedia.org/wiki/Chi-squared_distribution,,,
11940530,Convex_optimization,0,https://en.wikipedia.org/wiki/Convex_optimization,,,
11940530,Lagrange_multiplier,0,https://en.wikipedia.org/wiki/Lagrange_multiplier,,,
11940530,Hidden_markov_model,0,https://en.wikipedia.org/wiki/Hidden_Markov_model,,,
11940530,Categorical distribution,0,https://en.wikipedia.org/wiki/Categorical_distribution,,,
11940530,Covariance matrix,0,https://en.wikipedia.org/wiki/Covariance_matrix,,,
11940530,Maximum_likelihood_estimation,0,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation,,,
11940530,Maxima and minima,1,https://en.wikipedia.org/wiki/Maxima_and_minima,,,
11940530,infimum and supremum,0,https://en.wikipedia.org/wiki/Infimum_and_supremum,,,
11940530,Trigonometry,1,https://en.wikipedia.org/wiki/Trigonometry,,,
11841260,Pythagoras theorem,1,https://en.wikipedia.org/wiki/Pythagorean_theorem,,,
11841260,Mathematical statistics,2,Mathematical statistics - Wikipedia,,,
11841260,List of trigonometric Identities ,2,https://en.m.wikipedia.org/wiki/List_of_trigonometric_identities,,,
12040320,Matrix ,2,https://en.m.wikipedia.org/wiki/Matrix_(mathematics),,,
12040320,Probability,3,https://en.m.wikipedia.org/wiki/Probability,,,
12040320,Vectors ,1,https://en.m.wikipedia.org/wiki/Vector_(mathematics_and_physics),,,
12040320,Vector Space ,1,https://en.m.wikipedia.org/wiki/Vector_space,,,
12040320,Complex Numbers,2,https://en.m.wikipedia.org/wiki/Complex_number,,,
12040320,Integration by parts ,1,"https://en.m.wikipedia.org/wiki/Integration_by_parts#:~:text=In%20calculus%2C%20and%20more%20generally,of%20their%20derivative%20and%20antiderivative.",,,
12040320,Differential Calculus ,2,https://en.m.wikipedia.org/wiki/Differential_calculus,,,
12040320,Stationary Point ,1,https://en.m.wikipedia.org/wiki/Stationary_point,,,
12040320,Newton's laws of motion,1,https://en.m.wikipedia.org/wiki/Newton%27s_laws_of_motion#Newton's_second_law,,,
12040320,Cube (algebra),1,https://en.wikipedia.org/wiki/Cube_(algebra),,,
11841260,Convergent series,3,https://en.wikipedia.org/wiki/Convergent_series,,,
11841260,Mathematical proof,3,https://en.wikipedia.org/wiki/Mathematical_proof,,,
11841260,Logical reasoning,3,https://en.wikipedia.org/wiki/Logical_reasoning,,,
11841260,Coordinate Geometry,1,https://en.wikipedia.org/wiki/Coordinate_system,,,
11841260,Binary Relation,2,https://en.wikipedia.org/wiki/Binary_relation,,,
11841260,Algebra of sets,2,https://en.wikipedia.org/wiki/Algebra_of_sets,,,
,integral,1,https://en.wikipedia.org/wiki/Integral,,,
12040600,list of ingetrals,1,https://en.wikipedia.org/wiki/Lists_of_integrals,,,
12040600,Antiderivative,2,https://en.wikipedia.org/wiki/Antiderivative,,,
12040600,Improper integral,2,https://en.wikipedia.org/wiki/Improper_integral,,,
12040600,Multi integral,3,https://en.wikipedia.org/wiki/Multiple_integral,,,
12040600,integral by parts,3,https://en.wikipedia.org/wiki/Integration_by_parts,,,
12040600,Line integral,1,https://en.wikipedia.org/wiki/Line_integral,,,
12040600,Leibniz integral rule,0,https://en.wikipedia.org/wiki/Leibniz_integral_rule,,,
12040600,Multivariable calculas,3,https://en.wikipedia.org/wiki/Multivariable_calculus,,,
12040600,Vector Calculas,3,https://en.wikipedia.org/wiki/Vector_calculus,,,
,Linear Algebra,1,https://en.wikipedia.org/wiki/Linear_algebra,,,
12041030,Systems of Linear Equations,1,https://en.wikipedia.org/wiki/System_of_linear_equations,,,
12041030,Elementary matrix,1,https://en.wikipedia.org/wiki/Elementary_matrix#Operations,,,
12041030,Cramer's rule,2,https://en.wikipedia.org/wiki/Cramer%27s_rule,,,
12041030,Coefficient matrix,2,https://en.wikipedia.org/wiki/Coefficient_matrix,,,
12041030,Linearization,2,https://en.wikipedia.org/wiki/Linearization,,,
12041030,Vector Space,1,https://en.wikipedia.org/wiki/Vector_space,,,
12041030,Quantum algorithm for linear systems of equations,0,https://en.wikipedia.org/wiki/Quantum_algorithm_for_linear_systems_of_equations,,,
12041030,Singular value decomposition,2,https://en.wikipedia.org/wiki/Singular_value_decomposition,,,
12041030,Orthonormal basis,2,https://en.wikipedia.org/wiki/Orthonormal_basis,,,
11940310,event in probability,1,https://en.wikipedia.org/wiki/Event_(probability_theory),,,
11940310,list of formulas in elementarty geometry,1,https://en.wikipedia.org/wiki/List_of_formulas_in_elementary_geometry,,,
11940310,negative hypergeometric distribution,0,https://en.wikipedia.org/wiki/Negative_hypergeometric_distribution,,,
11940310,complex conjugate number,1,https://en.wikipedia.org/wiki/Complex_conjugate,,,
11940310,solutions of triangles,2,https://en.wikipedia.org/wiki/Solution_of_triangles,,,
11940310,Vector algebra,2,https://en.wikipedia.org/wiki/Vector_algebra,,,
11940310,imaginary number,1,https://en.wikipedia.org/wiki/Imaginary_number,,,
11940310,fourier series,0,https://en.wikipedia.org/wiki/Fourier_series,,,
11940310,progressions,1,https://en.wikipedia.org/wiki/Progression,,,
11940310,periodic sequence,1,https://en.wikipedia.org/wiki/Periodic_sequence,,,
11940310,right angled triangle,1,https://en.wikipedia.org/wiki/Right_triangle,,,
11940310,parallel lines,1,https://en.wikipedia.org/wiki/Parallel_Lines,,,
11940310,normal vector,1,https://en.wikipedia.org/wiki/Normal_(geometry),,,
11940310,polytope,0,https://en.wikipedia.org/wiki/Polytope,,,
11940310,concave function,2,https://en.wikipedia.org/wiki/Concave_function,,,
11940310,semicircle,1,https://en.wikipedia.org/wiki/Semicircle,,,
11940310,convex function,2,https://en.wikipedia.org/wiki/Convex_function,,,
11940310,cylindrical cooridnate system,0,https://en.wikipedia.org/wiki/Cylindrical_coordinate_system,,,
11940310,clockwise ,1,https://en.wikipedia.org/wiki/Clockwise,,,
11940310,likelyhood function,0,https://en.wikipedia.org/wiki/Likelihood_function,,,
,Green's therom,3,https://en.wikipedia.org/wiki/Green%27s_theorem,,,
11940500,Directional Derivative,3,https://en.wikipedia.org/wiki/Directional_derivative,,,
11940500,Hyperbolic functions,2,https://en.wikipedia.org/wiki/Hyperbolic_functions,,,
11940500,Integer factorization,1,https://en.wikipedia.org/wiki/Integer_factorization,,,
11940500,Regerssion analysis,3,https://en.wikipedia.org/wiki/Regression_analysis,,,
11940500,Division algorithm,1,https://en.wikipedia.org/wiki/Division_algorithm,,,
11940500,Fibonacci Sequences,1,https://en.wikipedia.org/wiki/Fibonacci_number,,,
11940500,Euclid Lemma,2,https://en.wikipedia.org/wiki/Euclid%27s_lemma,,,
11940500,Cubic Polynomial,2,https://en.wikipedia.org/wiki/Cubic_equation,,,
11940500,Complex analysis,2,https://en.wikipedia.org/wiki/Complex_analysis,,,
,Power rule,1,https://en.wikipedia.org/wiki/Power_rule,,,
11940540,Reciprocal rule,1,https://en.wikipedia.org/wiki/Reciprocal_rule,,,
11940540,Differential algebra,0,https://en.wikipedia.org/wiki/Differential_algebra,,,
11940540,Powe sum symmetric polynomial,0,https://en.wikipedia.org/wiki/Power_sum_symmetric_polynomial,,,
11940540,Constant of integration,1,https://en.wikipedia.org/wiki/Constant_of_integration,,,
11940540,Pascal's triangle,1,https://en.wikipedia.org/wiki/Pascal%27s_triangle,,,
11940540,Factorial,1,https://en.wikipedia.org/wiki/Factorial,,,
11940540,Natural logarithm,2,https://en.wikipedia.org/wiki/Natural_logarithm,,,
11940540,Projective plane,3,https://en.wikipedia.org/wiki/Projective_plane,,,
11940540,Semi-major and semi-minor axes,2,https://en.wikipedia.org/wiki/Semi-major_and_semi-minor_axes,,,
,truth table,0,https://en.wikipedia.org/wiki/Truth_table,,,
11940740,logical operation,0,https://en.wikipedia.org/wiki/Logical_connective,,,
11940740,predicate logic,0,https://en.wikipedia.org/wiki/First-order_logic,,,
11940740,length of line segment,1,https://en.wikipedia.org/wiki/Line_segment,,,
11940740,stars and bars,2,https://en.wikipedia.org/wiki/Stars_and_bars_(combinatorics),,,
11940740,distance between two parallel lines,1,"https://en.wikipedia.org/wiki/Distance_between_two_parallel_lines#:~:text=The%20distance%20between%20two%20parallel,distance%20between%20any%20two%20points.",,,
11940740,equiprobable,1,https://en.wikipedia.org/wiki/Equiprobability,,,
11940740,polygon,2,https://en.wikipedia.org/wiki/Polygon,,,
11940740,conditional dependence,2,https://en.wikipedia.org/wiki/Conditional_dependence,,,
11940740,Sign function,2,"https://en.wikipedia.org/wiki/Sign_function#:~:text=In%20mathematics%2C%20the%20sign%20function,is%20often%20represented%20as%20sgn.",,,
11940130,Transformation Function,0,https://en.m.wikipedia.org/wiki/Transformation_(function,,,
11940130,Absolute Value,1,https://en.m.wikipedia.org/wiki/Absolute_value,,,
11940130,Differentiable function,2,https://en.m.wikipedia.org/wiki/Differentiable_function,,,
11940130,Cartesian Product,1,https://en.m.wikipedia.org/wiki/Cartesian_product,,,
11940130,Ordered Pair,1,https://en.m.wikipedia.org/wiki/Ordered_pair,,,
11940130,Complex Plane,2,https://en.m.wikipedia.org/wiki/Complex_plane,,,
11940130,Mutual exclusivity,1,https://en.m.wikipedia.org/wiki/Mutual_exclusivity,,,
11940130,conditional Probability distribution,3,https://en.m.wikipedia.org/wiki/Conditional_probability_distribution,,,
11940130,Goodness of fit,0,https://en.m.wikipedia.org/wiki/Goodness_of_fit,,,
11941000,Probability theory,1,https://en.wikipedia.org/wiki/Probability_theory,,,
11941000,Fuction,3,https://en.wikipedia.org/wiki/Function_(mathematics),,,
11941000,Circle,1,"https://en.wikipedia.org/wiki/Circle#:~:text=A%20circle%20is%20a%20shape,a%20given%20point%20is%20constant.",,,
11941000,Calculus,2,"https://en.wikipedia.org/wiki/Calculus#:~:text=Calculus%2C%20originally%20called%20infinitesimal%20calculus,of%20generalizations%20of%20arithmetic%20operations.",,,
11941000,Euclidean vector,1,"https://en.wikipedia.org/wiki/Calculus#:~:text=Calculus%2C%20originally%20called%20infinitesimal%20calculus,of%20generalizations%20of%20arithmetic%20operations.",,,
11941000,Algorithm,2,https://en.wikipedia.org/wiki/Algorithm,,,
11941000,Determinant,1,"https://en.wikipedia.org/wiki/Determinant#:~:text=In%20mathematics%2C%20the%20determinant%20is,map%20represented%20by%20the%20matrix.",,,
11941000,Geometric mean,3,https://en.wikipedia.org/wiki/Geometric_mean,,,
11941000,Median,1,"https://www.investopedia.com/terms/m/median.asp#:~:text=Key%20Takeaways-,The%20median%20is%20the%20middle%20number%20in%20a%20sorted%2C%20ascending,the%20average%20of%20the%20values.",,,
11941000,Dot product,1,https://en.wikipedia.org/wiki/Dot_product,,,
11941340,differntiation,2,https://en.wikipedia.org/wiki/Differentiation,,,
11941340,Integral,3,https://en.wikipedia.org/wiki/Integral,,,
11941340,Linear Algebra,2,https://en.wikipedia.org/wiki/Linear_algebra,,,
11941340,Quadratic equation,1,https://en.wikipedia.org/wiki/Quadratic_equation,,,
11941340,complex numbers,3,https://en.wikipedia.org/wiki/Complex_number,,,
11941340,Continuous function,2,https://en.wikipedia.org/wiki/Continuous_function,,,
11941340,Binomial distribution,2,https://en.wikipedia.org/wiki/Binomial_distribution,,,
11941340,Permutation and Combination,3,https://en.wikipedia.org/wiki/Combinations_and_permutations,,,
11941340,Trigonometric Function,2,https://en.wikipedia.org/wiki/Trigonometric_functions,,,
11941340,Fuction composition,1,https://en.wikipedia.org/wiki/Function_composition,,,
11940120,mean,1,https://en.wikipedia.org/wiki/Mean,,,
11940120,median,1,https://en.wikipedia.org/wiki/Median,,,
11940120,mode,1,https://en.wikipedia.org/wiki/Mode_(statistics),,,
11940120,standard deviation,2,https://en.wikipedia.org/wiki/Standard_deviation,,,
11940120,grouped data,1,https://en.wikipedia.org/wiki/Grouped_data,,,
11940120,frequency distribution,0,https://en.wikipedia.org/wiki/Frequency_distribution,,,
11940120,variance,2,https://en.wikipedia.org/wiki/Variance,,,
11940120,addition theorem,1,"https://en.wikipedia.org/wiki/Addition_theorem#:~:text=In%20mathematics%2C%20an%20addition%20theorem,)%20and%20f(y).",,,
11940120,chain rule,2,https://en.wikipedia.org/wiki/Chain_rule,,,
11940120,bernoulli Trial,1,https://en.wikipedia.org/wiki/Bernoulli_trial,,,
11940120,differential rule,1,https://en.wikipedia.org/wiki/Differentiation_rules,,,
11940910,Slope,1,https://en.wikipedia.org/wiki/Slope,,,
11940910,Function Composition,3,https://en.wikipedia.org/wiki/Function_composition,,,
11940910,Discriminant,0,https://en.wikipedia.org/wiki/Discriminant,,,
11940910,Differentiation of trignometric functions,1,https://en.wikipedia.org/wiki/Differentiation_of_trigonometric_functions,,,
11940910,Norm,0,https://en.wikipedia.org/wiki/Norm_(mathematics),,,
11940910,tautology,1,https://simple.wikipedia.org/wiki/Tautology_(logic),,,
11940910,Proof by Contradiction,2,https://en.wikipedia.org/wiki/Proof_by_contradiction,,,
11940910,Quotient Rule,1,https://en.wikipedia.org/wiki/Quotient_rule,,,
11940910,Conic Section,2,https://en.wikipedia.org/wiki/Conic_section,,,
11940910,Subset,1,https://en.wikipedia.org/wiki/Subset,,,
11940510,3d Plane,2,https://en.wikipedia.org/wiki/Plane_(geometry),,,
11940510,Tangent,1,https://en.wikipedia.org/wiki/Tangent,,,
11940510,Secant,1,https://en.wikipedia.org/wiki/Secant_line,,,
11940510,Roots of Unity,2,https://en.wikipedia.org/wiki/Root_of_unity,,,
11940510,Triangular Inequality,1,https://en.wikipedia.org/wiki/Triangle_inequality,,,
11940510,Logarithm,1,https://en.wikipedia.org/wiki/Logarithm,,,
11940510,Napier's Constant,2,https://en.wikipedia.org/wiki/E_(mathematical_constant),,,
11940510,Lebiniz Rule,3,https://en.wikipedia.org/wiki/Leibniz_integral_rule,,,
11940510,Combinations,2,https://en.wikipedia.org/wiki/Combination,,,
11940510,Locus,1,https://en.wikipedia.org/wiki/Locus_(mathematics),,,
11940140,Inverse Trignometric Functions,2,https://en.wikipedia.org/wiki/Inverse_trigonometric_functions,,,
11940140,Harmonic Mean,1,https://en.wikipedia.org/wiki/Harmonic_mean,,,
11940140,Sample Space,1,https://en.wikipedia.org/wiki/Sample_space,,,
11940140,Section Formula,1,https://en.wikipedia.org/wiki/Section_formula,,,
11940140,Differentiable Function,2,https://en.m.wikipedia.org/wiki/Differentiable_function,,,
11940140,Coordinate System,1,https://en.wikipedia.org/wiki/Coordinate_system,,,
11940140,Parameteric Equation,2,https://en.wikipedia.org/wiki/Parametric_equation,,,
11940140,Arithmetic Mean,1,https://en.wikipedia.org/wiki/Arithmetic_mean,,,
11940140,Quadratic Equation,1,https://en.wikipedia.org/wiki/Quadratic_equation,,,
11940140,Weighted Arithmetic Mean,1,https://en.wikipedia.org/wiki/Weighted_arithmetic_mean,,,
12041740,Bayes Theorem,2,https://en.wikipedia.org/wiki/Bayes%27_theorem,,,
12041740,Condition Probability,2,https://en.wikipedia.org/wiki/Conditional_probability,,,
12041740,L'Hôpital's rule,1,https://en.wikipedia.org/wiki/L%27H%C3%B4pital%27s_rule,,,
12041740,Rolle’s theorem,3,https://en.wikipedia.org/wiki/Rolle%27s_theorem,,,
12041740,Lagrange’s mean value theorem,3,https://en.wikipedia.org/wiki/Mean_value_theorem,,,
12041740,Integration by parts,3,"https://en.wikipedia.org/wiki/Integration_by_parts#:~:text=In%20calculus%2C%20and%20more%20generally,of%20their%20derivative%20and%20antiderivative.",,,
12041740,Parabola,2,"https://en.wikipedia.org/wiki/Parabola#:~:text=The%20parabola%20is%20the%20locus,tangential%20to%20the%20conical%20surface.",,,
12041740,Hyperbola,2,https://en.wikipedia.org/wiki/Hyperbola,,,
12041740,Ellipse,2,https://en.wikipedia.org/wiki/File:Ellipse-def0.svg,,,
12041740,Circle,2,https://en.wikipedia.org/wiki/Circle,,,
12041740,Straight Line,1,https://en.wikipedia.org/wiki/Straight_Lines,,,
12041740,Quadratic Equation,1,https://en.wikipedia.org/wiki/Quadratic_equation,,,
12041740,Complex Number,2,https://en.wikipedia.org/wiki/Complex_number,,,
12041740,Dot Product,1,https://en.wikipedia.org/wiki/Dot_product,,,
12041740,Cross Product,1,https://en.wikipedia.org/wiki/Cross_product,,,
12041740,De Morgan's Law,1,https://en.wikipedia.org/wiki/De_Morgan%27s_laws,,,
12041740,Logartihms,1,https://en.wikipedia.org/wiki/Logarithm,,,
12041740,Arithmetic Mean,1,https://en.wikipedia.org/wiki/Arithmetic_mean,,,
12041740,Geometric Mean,1,https://en.wikipedia.org/wiki/Geometric_mean,,,
12041740,Trigonometric functions,1,https://en.wikipedia.org/wiki/Trigonometric_functions,,,
12040100,Cartesian Coordinate System,1,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,,,
12040100,Section formula,1,https://en.wikipedia.org/wiki/Section_formula,,,
12040100,Locus,2,https://en.wikipedia.org/wiki/Locus_(mathematics),,,
12040100,relu function,0,https://en.wikipedia.org/wiki/Rectifier_(neural_networks),,,
12040100,Derivative of a function,1,https://en.wikipedia.org/wiki/Derivative,,,
12040100,L'Hospital's rule,2,https://en.wikipedia.org/wiki/L%27H%C3%B4pital%27s_rule,,,
12040100,Integration by parts,3,https://en.wikipedia.org/wiki/Integration_by_parts,,,
12040100,Bayes' theorem,2,https://en.wikipedia.org/wiki/Bayes%27_theorem,,,
12040100,Determinant of a matrix,2,https://en.wikipedia.org/wiki/Determinant,,,
12040100,Complex Numbers ,1,https://en.wikipedia.org/wiki/Complex_number,,,
12040100,Hypergeometric Distribution,0,"https://en.wikipedia.org/wiki/Hypergeometric_distribution#:~:text=In%20probability%20theory%20and%20statistics,that%20contains%20exactly%20objects%20with",,,
12040100,tautology,0,https://simple.wikipedia.org/wiki/Tautology_(logic),,,
12040100,Proof by Contradiction,0,https://en.wikipedia.org/wiki/Proof_by_contradiction,,,
12040100,Quotient Rule,1,https://en.wikipedia.org/wiki/Quotient_rule,,,
12040100,Conic Section,0,https://en.wikipedia.org/wiki/Conic_section,,,
12040100,Subset,1,https://en.wikipedia.org/wiki/Subset,,,
12040100,Probability theory,0,https://en.wikipedia.org/wiki/Probability_theory,,,
12040100,Function,1,https://en.wikipedia.org/wiki/Function_(mathematics),,,
12040100,Circle,1,"https://en.wikipedia.org/wiki/Circle#:~:text=A%20circle%20is%20a%20shape,a%20given%20point%20is%20constant.",,,
12040100,Calculus,2,"https://en.wikipedia.org/wiki/Calculus#:~:text=Calculus%2C%20originally%20called%20infinitesimal%20calculus,of%20generalizations%20of%20arithmetic%20operations.",,,
12040100,Euclidean vector,1,"https://en.wikipedia.org/wiki/Calculus#:~:text=Calculus%2C%20originally%20called%20infinitesimal%20calculus,of%20generalizations%20of%20arithmetic%20operations.",,,
